Time_[s],TwHt1ALxt_[m/s^2],TwHt1ALyt_[m/s^2],TwHt2ALxt_[m/s^2],TwHt2ALyt_[m/s^2],TwHt3ALxt_[m/s^2],TwHt3ALyt_[m/s^2],TwHt4ALxt_[m/s^2],TwHt4ALyt_[m/s^2],TwHt5ALxt_[m/s^2],TwHt5ALyt_[m/s^2],TwHt6ALxt_[m/s^2],TwHt6ALyt_[m/s^2],TwHt7ALxt_[m/s^2],TwHt7ALyt_[m/s^2],TwHt8ALxt_[m/s^2],TwHt8ALyt_[m/s^2],TwHt9ALxt_[m/s^2],TwHt9ALyt_[m/s^2],TwHt1MLxt_[kN-m],TwHt1MLyt_[kN-m],TwHt2MLxt_[kN-m],TwHt2MLyt_[kN-m],TwHt3MLxt_[kN-m],TwHt3MLyt_[kN-m],TwHt4MLxt_[kN-m],TwHt4MLyt_[kN-m],TwHt5MLxt_[kN-m],TwHt5MLyt_[kN-m],TwHt6MLxt_[kN-m],TwHt6MLyt_[kN-m],TwHt7MLxt_[kN-m],TwHt7MLyt_[kN-m],TwHt8MLxt_[kN-m],TwHt8MLyt_[kN-m],TwHt9MLxt_[kN-m],TwHt9MLyt_[kN-m]
8.6000,-0.015725769,-0.00048136974,-0.031451537,-0.00096273948,-0.047177306,-0.0014441092,-0.062903075,-0.001925479,-0.078628843,-0.0024068487,-0.094354612,-0.0028882184,-0.11008038,-0.0033695882,-0.12580615,-0.0038509579,-0.14153192,-0.0043323277,7.5856251,-86.979105,15.17125,-173.95821,22.756875,-260.93731,30.342501,-347.91642,37.928126,-434.89552,45.513751,-521.87463,53.099376,-608.85373,60.685001,-695.83284,68.270626,-782.81194
8.6125,-0.016235557,-0.0012973188,-0.032471115,-0.0025946377,-0.048706672,-0.0038919565,-0.06494223,-0.0051892753,-0.081177787,-0.0064865941,-0.097413345,-0.007783913,-0.1136489,-0.0090812318,-0.12988446,-0.010378551,-0.14612002,-0.011675869,3.5081284,-88.992932,7.0162569,-177.98586,10.524385,-266.9788,14.032514,-355.97173,17.540642,-444.96466,21.048771,-533.95759,24.556899,-622.95053,28.065028,-711.94346,31.573156,-800.93639
8.6250,-0.016716147,-0.0021111043,-0.033432294,-0.0042222087,-0.050148442,-0.006333313,-0.066864589,-0.0084444173,-0.083580736,-0.010555522,-0.10029688,-0.012666626,-0.11701303,-0.01477773,-0.13372918,-0.016888835,-0.15044533,-0.018999939,-0.57521887,-90.846709,-1.1504377,-181.69342,-1.7256566,-272.54013,-2.3008755,-363.38684,-2.8760943,-454.23355,-3.4513132,-545.08025,-4.0265321,-635.92696,-4.6017509,-726.77367,-5.1769698,-817.62038
8.6375,-0.017166674,-0.0029213691,-0.034333347,-0.0058427382,-0.051500021,-0.0087641073,-0.068666694,-0.011685476,-0.085833368,-0.014606845,-0.10300004,-0.017528215,-0.12016671,-0.020449584,-0.13733339,-0.023370953,-0.15450006,-0.026292322,-4.6576069,-92.537101,-9.3152137,-185.0742,-13.972821,-277.6113,-18.630427,-370.1484,-23.288034,-462.68551,-27.945641,-555.22261,-32.603248,-647.75971,-37.260855,-740.29681,-41.918462,-832.83391
8.6500,-0.017586326,-0.0037267618,-0.035172652,-0.0074535236,-0.052758979,-0.011180285,-0.070345305,-0.014907047,-0.087931631,-0.018633809,-0.10551796,-0.022360571,-0.12310428,-0.026087332,-0.14069061,-0.029814094,-0.15827694,-0.033540856,-8.7322272,-94.061068,-17.464454,-188.12214,-26.196682,-282.18321,-34.928909,-376.24427,-43.661136,-470.30534,-52.393363,-564.36641,-61.125591,-658.42748,-69.857818,-752.48855,-78.590045,-846.54962
8.6625,-0.01797435,-0.0045259392,-0.035948701,-0.0090518785,-0.053923051,-0.013577818,-0.071897402,-0.018103757,-0.089871752,-0.022629696,-0.1078461,-0.027155635,-0.12582045,-0.031681575,-0.1437948,-0.036207514,-0.16176915,-0.040733453,-12.792285,-95.41587,-25.584569,-190.83174,-38.376854,-286.24761,-51.169138,-381.66348,-63.961423,-477.07935,-76.753707,-572.49522,-89.545992,-667.91109,-102.33828,-763.32696,-115.13056,-858.74283
8.6750,-0.018330048,-0.0053175686,-0.036660097,-0.010635137,-0.054990145,-0.015952706,-0.073320194,-0.021270275,-0.091650242,-0.026587843,-0.10998029,-0.031905412,-0.12831034,-0.03722298,-0.14664039,-0.042540549,-0.16497044,-0.047858118,-16.831008,-96.599069,-33.662016,-193.19814,-50.493023,-289.79721,-67.324031,-386.39628,-84.155039,-482.99535,-100.98605,-579.59442,-117.81705,-676.19349,-134.64806,-772.79256,-151.47907,-869.39163
8.6875,-0.01865278,-0.0061003298,-0.037305561,-0.01220066,-0.055958341,-0.018300989,-0.074611122,-0.024401319,-0.093263902,-0.030501649,-0.11191668,-0.036601979,-0.13056946,-0.042702308,-0.14922224,-0.048802638,-0.16787502,-0.054902968,-20.841661,-97.608539,-41.683323,-195.21708,-62.524984,-292.82562,-83.366646,-390.43416,-104.20831,-488.04269,-125.04997,-585.65123,-145.89163,-683.25977,-166.73329,-780.86831,-187.57495,-878.47685
8.7000,-0.018941966,-0.0068729172,-0.037883932,-0.013745834,-0.056825898,-0.020618752,-0.075767864,-0.027491669,-0.09470983,-0.034364586,-0.1136518,-0.041237503,-0.13259376,-0.04811042,-0.15153573,-0.054983338,-0.17047769,-0.061856255,-24.817557,-98.442463,-49.635114,-196.88493,-74.452671,-295.32739,-99.270227,-393.76985,-124.08778,-492.21231,-148.90534,-590.65478,-173.7229,-689.09724,-198.54045,-787.5397,-223.35801,-885.98216
8.7125,-0.019197085,-0.0076340424,-0.038394171,-0.015268085,-0.057591256,-0.022902127,-0.076788341,-0.03053617,-0.095985426,-0.038170212,-0.11518251,-0.045804255,-0.1343796,-0.053438297,-0.15357668,-0.061072339,-0.17277377,-0.068706382,-28.752063,-99.099341,-57.504126,-198.19868,-86.25619,-297.29802,-115.00825,-396.39736,-143.76032,-495.4967,-172.51238,-594.59605,-201.26444,-693.69539,-230.01651,-792.79473,-258.76857,-891.89407
8.7250,-0.019417679,-0.0083824361,-0.038835358,-0.016764872,-0.058253037,-0.025147308,-0.077670716,-0.033529745,-0.097088396,-0.041912181,-0.11650607,-0.050294617,-0.13592375,-0.058677053,-0.15534143,-0.067059489,-0.17475911,-0.075441925,-32.638619,-99.577992,-65.277238,-199.15598,-97.915856,-298.73398,-130.55448,-398.31197,-163.19309,-497.88996,-195.83171,-597.46795,-228.47033,-697.04595,-261.10895,-796.62394,-293.74757,-896.20193
8.7375,-0.019603351,-0.0091168502,-0.039206702,-0.0182337,-0.058810053,-0.027350551,-0.078413404,-0.036467401,-0.098016755,-0.045584251,-0.11762011,-0.054701101,-0.13722346,-0.063817951,-0.15682681,-0.072934802,-0.17643016,-0.082051652,-36.470742,-99.877556,-72.941484,-199.75511,-109.41223,-299.63267,-145.88297,-399.51023,-182.35371,-499.38778,-218.82445,-599.26534,-255.29519,-699.14289,-291.76594,-799.02045,-328.23668,-898.89801
8.7500,-0.019753767,-0.0098360598,-0.039507534,-0.01967212,-0.0592613,-0.029508179,-0.079015067,-0.039344239,-0.098768834,-0.049180299,-0.1185226,-0.059016359,-0.13827637,-0.068852419,-0.15803013,-0.078688478,-0.1777839,-0.088524538,-40.242042,-99.997494,-80.484084,-199.99499,-120.72613,-299.99248,-160.96817,-399.98998,-201.21021,-499.98747,-241.45225,-599.98496,-281.69429,-699.98246,-321.93633,-799.97995,-362.17838,-899.97745
8.7625,-0.019868656,-0.010538865,-0.039737312,-0.021077731,-0.059605969,-0.031616596,-0.079474625,-0.042155462,-0.099343281,-0.052694327,-0.11921194,-0.063233193,-0.13908059,-0.073772058,-0.15894925,-0.084310924,-0.17881791,-0.094849789,-43.946229,-99.937589,-87.892457,-199.87518,-131.83869,-299.81277,-175.78491,-399.75036,-219.73114,-499.68795,-263.67737,-599.62554,-307.6236,-699.56313,-351.56983,-799.50072,-395.51606,-899.43831
8.7750,-0.019947813,-0.011224095,-0.039895625,-0.02244819,-0.059843438,-0.033672286,-0.07979125,-0.044896381,-0.099739063,-0.056120476,-0.11968688,-0.067344571,-0.13963469,-0.078568666,-0.1595825,-0.089792762,-0.17953031,-0.10101686,-47.577125,-99.697951,-95.15425,-199.3959,-142.73138,-299.09385,-190.3085,-398.7918,-237.88563,-498.48975,-285.46275,-598.1877,-333.03988,-697.88565,-380.617,-797.5836,-428.19413,-897.28156
8.7875,-0.019991093,-0.011890606,-0.039982187,-0.023781212,-0.05997328,-0.035671818,-0.079964373,-0.047562424,-0.099955467,-0.059453031,-0.11994656,-0.071343637,-0.13993765,-0.083234243,-0.15992875,-0.095124849,-0.17991984,-0.10701546,-51.128676,-99.279008,-102.25735,-198.55802,-153.38603,-297.83703,-204.5147,-397.11603,-255.64338,-496.39504,-306.77205,-595.67405,-357.90073,-694.95306,-409.0294,-794.23207,-460.15808,-893.51108
8.8000,-0.019998421,-0.012537287,-0.039996842,-0.025074573,-0.059995263,-0.03761186,-0.079993684,-0.050149147,-0.099992104,-0.062686434,-0.11999053,-0.07522372,-0.13998895,-0.087761007,-0.15998737,-0.10029829,-0.17998579,-0.11283558,-54.594957,-98.681516,-109.18991,-197.36303,-163.78487,-296.04455,-218.37983,-394.72607,-272.97479,-493.40758,-327.56974,-592.0891,-382.1647,-690.77061,-436.75966,-789.45213,-491.35461,-888.13365
8.8125,-0.019969782,-0.013163058,-0.039939564,-0.026326117,-0.059909346,-0.039489175,-0.079879128,-0.052652234,-0.09984891,-0.065815292,-0.11981869,-0.078978351,-0.13978847,-0.092141409,-0.15975826,-0.10530447,-0.17972804,-0.11846753,-57.970189,-97.906549,-115.94038,-195.8131,-173.91057,-293.71965,-231.88076,-391.6262,-289.85095,-489.53274,-347.82113,-587.43929,-405.79132,-685.34584,-463.76151,-783.25239,-521.7317,-881.15894
8.8250,-0.019905228,-0.013766878,-0.039810456,-0.027533756,-0.059715684,-0.041300633,-0.079620912,-0.055067511,-0.09952614,-0.068834389,-0.11943137,-0.082601267,-0.1393366,-0.096368144,-0.15924182,-0.11013502,-0.17914705,-0.1239019,-61.248742,-96.9555,-122.49748,-193.911,-183.74623,-290.8665,-244.99497,-387.822,-306.24371,-484.7775,-367.49245,-581.733,-428.7412,-678.6885,-489.98994,-775.644,-551.23868,-872.5995
8.8375,-0.019804875,-0.014347738,-0.039609751,-0.028695475,-0.059414626,-0.043043213,-0.079219501,-0.057390951,-0.099024376,-0.071738688,-0.11882925,-0.086086426,-0.13863413,-0.10043416,-0.158439,-0.1147819,-0.17824388,-0.12912964,-64.425149,-95.83008,-128.8503,-191.66016,-193.27545,-287.49024,-257.7006,-383.32032,-322.12575,-479.1504,-386.55089,-574.98048,-450.97604,-670.81056,-515.40119,-766.64064,-579.82634,-862.47072
8.8500,-0.019668904,-0.014904669,-0.039337808,-0.029809339,-0.059006712,-0.044714008,-0.078675616,-0.059618677,-0.09834452,-0.074523347,-0.11801342,-0.089428016,-0.13768233,-0.10433269,-0.15735123,-0.11923735,-0.17702014,-0.13414202,-67.494112,-94.532312,-134.98822,-189.06462,-202.48234,-283.59694,-269.97645,-378.12925,-337.47056,-472.66156,-404.96467,-567.19387,-472.45878,-661.72619,-539.9529,-756.2585,-607.44701,-850.79081
8.8625,-0.019497559,-0.015436744,-0.038995118,-0.030873488,-0.058492677,-0.046310232,-0.077990236,-0.061746976,-0.097487795,-0.07718372,-0.11698535,-0.092620464,-0.13648291,-0.10805721,-0.15598047,-0.12349395,-0.17547803,-0.1389307,-70.450513,-93.064532,-140.90103,-186.12906,-211.35154,-279.1936,-281.80205,-372.25813,-352.25256,-465.32266,-422.70308,-558.38719,-493.15359,-651.45172,-563.6041,-744.51626,-634.05462,-837.58079
8.8750,-0.019291148,-0.015943074,-0.038582297,-0.031886149,-0.057873445,-0.047829223,-0.077164593,-0.063772298,-0.096455742,-0.079715372,-0.11574689,-0.095658447,-0.13503804,-0.11160152,-0.15432919,-0.1275446,-0.17362034,-0.14348767,-73.289421,-91.429378,-146.57884,-182.85876,-219.86826,-274.28813,-293.15768,-365.71751,-366.44711,-457.14689,-439.73653,-548.57627,-513.02595,-640.00565,-586.31537,-731.43503,-659.60479,-822.8644
8.8875,-0.019050043,-0.016422816,-0.038100086,-0.032845632,-0.05715013,-0.049268448,-0.076200173,-0.065691264,-0.095250216,-0.08211408,-0.11430026,-0.098536896,-0.1333503,-0.11495971,-0.15240035,-0.13138253,-0.17145039,-0.14780534,-76.006102,-89.629792,-152.0122,-179.25958,-228.01831,-268.88938,-304.02441,-358.51917,-380.03051,-448.14896,-456.03661,-537.77875,-532.04272,-627.40854,-608.04882,-717.03833,-684.05492,-806.66813
8.9000,-0.018774677,-0.016875169,-0.037549354,-0.033750338,-0.056324031,-0.050625506,-0.075098709,-0.067500675,-0.093873386,-0.084375844,-0.11264806,-0.10125101,-0.13142274,-0.11812618,-0.15019742,-0.13500135,-0.16897209,-0.15187652,-78.596026,-87.669009,-157.19205,-175.33802,-235.78808,-263.00703,-314.3841,-350.67604,-392.98013,-438.34505,-471.57616,-526.01406,-550.17218,-613.68307,-628.76821,-701.35207,-707.36423,-789.02108
8.9125,-0.018465546,-0.017299378,-0.036931091,-0.034598757,-0.055396637,-0.051898135,-0.073862182,-0.069197513,-0.092327728,-0.086496891,-0.11079327,-0.10379627,-0.12925882,-0.12109565,-0.14772436,-0.13839503,-0.16618991,-0.1556944,-81.054872,-85.550557,-162.10974,-171.10111,-243.16462,-256.65167,-324.21949,-342.20223,-405.27436,-427.75279,-486.32923,-513.30334,-567.38411,-598.8539,-648.43898,-684.40446,-729.49385,-769.95501
8.9250,-0.018123204,-0.017694737,-0.036246408,-0.035389474,-0.054369613,-0.053084211,-0.072492817,-0.070778948,-0.090616021,-0.088473685,-0.10873923,-0.10616842,-0.12686243,-0.12386316,-0.14498563,-0.1415579,-0.16310884,-0.15925263,-83.378541,-83.278245,-166.75708,-166.55649,-250.13562,-249.83474,-333.51416,-333.11298,-416.89271,-416.39123,-500.27125,-499.66947,-583.64979,-582.94772,-667.02833,-666.22596,-750.40687,-749.50421
8.9375,-0.017748269,-0.018060586,-0.035496538,-0.036121172,-0.053244807,-0.054181757,-0.070993076,-0.072242343,-0.088741345,-0.090302929,-0.10648961,-0.10836351,-0.12423788,-0.1264241,-0.14198615,-0.14448469,-0.15973442,-0.16254527,-85.563157,-80.85616,-171.12631,-161.71232,-256.68947,-242.56848,-342.25263,-323.42464,-427.81578,-404.2808,-513.37894,-485.13696,-598.9421,-565.99312,-684.50525,-646.84928,-770.06841,-727.70544
8.9500,-0.017341414,-0.018396314,-0.034682828,-0.036792629,-0.052024242,-0.055188943,-0.069365656,-0.073585257,-0.08670707,-0.091981572,-0.10404848,-0.11037789,-0.1213899,-0.1287742,-0.13873131,-0.14717051,-0.15607273,-0.16556683,-87.605076,-78.288658,-175.21015,-156.57732,-262.81523,-234.86597,-350.4203,-313.15463,-438.02538,-391.44329,-525.63046,-469.73195,-613.23553,-548.02061,-700.84061,-626.30926,-788.44569,-704.59792
8.9625,-0.016903371,-0.018701363,-0.033806742,-0.037402726,-0.050710113,-0.056104088,-0.067613485,-0.074805451,-0.084516856,-0.093506814,-0.10142023,-0.11220818,-0.1183236,-0.13090954,-0.13522697,-0.1496109,-0.15213034,-0.16831226,-89.500894,-75.580356,-179.00179,-151.16071,-268.50268,-226.74107,-358.00358,-302.32143,-447.50447,-377.90178,-537.00536,-453.48214,-626.50626,-529.0625,-716.00715,-604.64285,-805.50804,-680.22321
8.9750,-0.016434928,-0.018975222,-0.032869856,-0.037950445,-0.049304785,-0.056925667,-0.065739713,-0.075900889,-0.082174641,-0.094876112,-0.098609569,-0.11385133,-0.1150445,-0.13282656,-0.13147943,-0.15180178,-0.14791435,-0.170777,-91.247448,-72.736126,-182.4949,-145.47225,-273.74234,-218.20838,-364.98979,-290.9445,-456.23724,-363.68063,-547.48469,-436.41676,-638.73214,-509.15288,-729.97958,-581.88901,-821.22703,-654.62514
8.9875,-0.015936928,-0.019217436,-0.031873855,-0.038434873,-0.047810783,-0.057652309,-0.06374771,-0.076869745,-0.079684638,-0.096087182,-0.095621565,-0.11530462,-0.11155849,-0.13452205,-0.12749542,-0.15373949,-0.14343235,-0.17295693,-92.841826,-69.761083,-185.68365,-139.52217,-278.52548,-209.28325,-371.3673,-279.04433,-464.20913,-348.80541,-557.05096,-418.5665,-649.89278,-488.32758,-742.73461,-558.08866,-835.57643,-627.84974
9.0000,-0.015410265,-0.019427601,-0.03082053,-0.038855202,-0.046230795,-0.058282802,-0.061641059,-0.077710403,-0.077051324,-0.097138004,-0.092461589,-0.1165656,-0.10787185,-0.13599321,-0.12328212,-0.15542081,-0.13869238,-0.17484841,-94.281369,-66.660576,-188.56274,-133.32115,-282.84411,-199.98173,-377.12547,-266.6423,-471.40684,-333.30288,-565.68821,-399.96346,-659.96958,-466.62403,-754.25095,-533.28461,-848.53232,-599.94518
9.0125,-0.014855887,-0.019605365,-0.029711775,-0.039210731,-0.044567662,-0.058816096,-0.059423549,-0.078421461,-0.074279437,-0.098026826,-0.089135324,-0.11763219,-0.10399121,-0.13723756,-0.1188471,-0.15684292,-0.13370299,-0.17644829,-95.563675,-63.440183,-191.12735,-126.88037,-286.69103,-190.32055,-382.2547,-253.76073,-477.81838,-317.20091,-573.38205,-380.6411,-668.94573,-444.08128,-764.5094,-507.52146,-860.07308,-570.96164
9.0250,-0.014274792,-0.019750433,-0.028549584,-0.039500866,-0.042824376,-0.0592513,-0.057099168,-0.079001733,-0.07137396,-0.098752166,-0.085648752,-0.1185026,-0.099923544,-0.13825303,-0.11419834,-0.15800347,-0.12847313,-0.1777539,-96.686608,-60.105694,-193.37322,-120.21139,-290.05982,-180.31708,-386.74643,-240.42278,-483.43304,-300.52847,-580.11965,-360.63416,-676.80625,-420.73986,-773.49286,-480.84555,-870.17947,-540.95125
9.0375,-0.013668024,-0.019862563,-0.027336048,-0.039725126,-0.041004072,-0.059587688,-0.054672096,-0.079450251,-0.06834012,-0.099312814,-0.082008144,-0.11917538,-0.095676168,-0.13903794,-0.10934419,-0.1589005,-0.12301222,-0.17876307,-97.648293,-56.663108,-195.29659,-113.32622,-292.94488,-169.98932,-390.59317,-226.65243,-488.24146,-283.31554,-585.88976,-339.97865,-683.53805,-396.64175,-781.18634,-453.30486,-878.83463,-509.96797
9.0500,-0.013036675,-0.019941567,-0.026073349,-0.039883134,-0.039110024,-0.059824701,-0.052146698,-0.079766268,-0.065183373,-0.099707835,-0.078220047,-0.1196494,-0.091256722,-0.13959097,-0.1042934,-0.15953254,-0.11733007,-0.1794741,-98.447126,-53.118615,-196.89425,-106.23723,-295.34138,-159.35584,-393.78851,-212.47446,-492.23563,-265.59307,-590.68276,-318.71169,-689.12989,-371.8303,-787.57701,-424.94892,-886.02414,-478.06753
9.0625,-0.012381879,-0.019987314,-0.024763758,-0.039974628,-0.037145637,-0.059961942,-0.049527516,-0.079949256,-0.061909395,-0.099936569,-0.074291274,-0.11992388,-0.086673153,-0.1399112,-0.099055032,-0.15989851,-0.11143691,-0.17988583,-99.081777,-49.47859,-198.16355,-98.957179,-297.24533,-148.43577,-396.32711,-197.91436,-495.40888,-247.39295,-594.49066,-296.87154,-693.57244,-346.35013,-792.65422,-395.82872,-891.73599,-445.30731
9.0750,-0.011704815,-0.019999727,-0.02340963,-0.039999455,-0.035114445,-0.059999182,-0.04681926,-0.07999891,-0.058524075,-0.099998637,-0.07022889,-0.11999836,-0.081933706,-0.13999809,-0.093638521,-0.15999782,-0.10534334,-0.17999755,-99.551186,-45.749579,-199.10237,-91.499158,-298.65356,-137.24874,-398.20474,-182.99832,-497.75593,-228.74789,-597.30711,-274.49747,-696.8583,-320.24705,-796.40948,-365.99663,-895.96067,-411.74621
9.0875,-0.0110067,-0.019978787,-0.022013401,-0.039957573,-0.033020101,-0.05993636,-0.044026802,-0.079915147,-0.055033502,-0.099893934,-0.066040203,-0.11987272,-0.077046903,-0.13985151,-0.088053604,-0.15983029,-0.099060304,-0.17980908,-99.85457,-41.938289,-199.70914,-83.876579,-299.56371,-125.81487,-399.41828,-167.75316,-499.27285,-209.69145,-599.12742,-251.62974,-698.98199,-293.56803,-798.83656,-335.50631,-898.69113,-377.4446
9.1000,-0.010288791,-0.019924527,-0.020577581,-0.039849054,-0.030866372,-0.05977358,-0.041155163,-0.079698107,-0.051443953,-0.099622634,-0.061732744,-0.11954716,-0.072021535,-0.13947169,-0.082310325,-0.15939621,-0.092599116,-0.17932074,-99.991423,-38.051575,-199.98285,-76.10315,-299.97427,-114.15473,-399.96569,-152.2063,-499.95712,-190.25788,-599.94854,-228.30945,-699.93996,-266.36103,-799.93138,-304.4126,-899.92281,-342.46418
9.1125,-0.0095523768,-0.019837038,-0.019104754,-0.039674076,-0.028657131,-0.059511114,-0.038209507,-0.079348152,-0.047761884,-0.099185191,-0.057314261,-0.11902223,-0.066866638,-0.13885927,-0.076419015,-0.1586963,-0.085971392,-0.17853334,-99.961518,-34.096426,-199.92304,-68.192853,-299.88455,-102.28928,-399.84607,-136.38571,-499.80759,-170.48213,-599.76911,-204.57856,-699.73062,-238.67498,-799.69214,-272.77141,-899.65366,-306.86784
9.1250,-0.0087987834,-0.019716467,-0.017597567,-0.039432933,-0.02639635,-0.0591494,-0.035195134,-0.078865866,-0.043993917,-0.098582333,-0.0527927,-0.1182988,-0.061591484,-0.13801527,-0.070390267,-0.15773173,-0.079189051,-0.1774482,-99.764903,-30.079956,-199.52981,-60.159913,-299.29471,-90.239869,-399.05961,-120.31983,-498.82452,-150.39978,-598.58942,-180.47974,-698.35432,-210.55969,-798.11923,-240.63965,-897.88413,-270.71961
9.1375,-0.0080293656,-0.019563013,-0.016058731,-0.039126027,-0.024088097,-0.05868904,-0.032117463,-0.078252053,-0.040146828,-0.097815066,-0.048176194,-0.11737808,-0.056205559,-0.13694109,-0.064234925,-0.15650411,-0.072264291,-0.17606712,-99.401908,-26.009389,-198.80382,-52.018777,-298.20572,-78.028166,-397.60763,-104.03755,-497.00954,-130.04694,-596.41145,-156.05633,-695.81336,-182.06572,-795.21526,-208.07511,-894.61717,-234.0845
9.1500,-0.0072455073,-0.019376934,-0.014491015,-0.038753868,-0.021736522,-0.058130802,-0.028982029,-0.077507736,-0.036227537,-0.096884671,-0.043473044,-0.1162616,-0.050718551,-0.13563854,-0.057964059,-0.15501547,-0.065209566,-0.17439241,-98.873137,-21.892044,-197.74627,-43.784088,-296.61941,-65.676132,-395.49255,-87.568175,-494.36568,-109.46022,-593.23882,-131.35226,-692.11196,-153.24431,-790.9851,-175.13635,-889.85823,-197.02839
9.1625,-0.0064486182,-0.019158539,-0.012897236,-0.038317079,-0.019345855,-0.057475618,-0.025794473,-0.076634158,-0.032243091,-0.095792697,-0.038691709,-0.11495124,-0.045140328,-0.13410978,-0.051588946,-0.15326832,-0.058037564,-0.17242686,-98.179472,-17.735327,-196.35894,-35.470654,-294.53842,-53.205981,-392.71789,-70.941308,-490.89736,-88.676635,-589.07683,-106.41196,-687.2563,-124.14729,-785.43578,-141.88262,-883.61525,-159.61794
9.1750,-0.0056401315,-0.018908193,-0.011280263,-0.037816387,-0.016920395,-0.05672458,-0.022560526,-0.075632774,-0.028200658,-0.094540967,-0.033840789,-0.11344916,-0.039480921,-0.13235735,-0.045121052,-0.15126555,-0.050761184,-0.17017374,-97.32207,-13.546714,-194.64414,-27.093428,-291.96621,-40.640141,-389.28828,-54.186855,-486.61035,-67.733569,-583.93242,-81.280283,-681.25449,-94.826997,-778.57656,-108.37371,-875.89863,-121.92042
9.1875,-0.0048215012,-0.018626314,-0.0096430024,-0.037252627,-0.014464504,-0.055878941,-0.019286005,-0.074505255,-0.024107506,-0.093131569,-0.028929007,-0.11175788,-0.033750509,-0.1303842,-0.03857201,-0.14901051,-0.043393511,-0.16763682,-96.302361,-9.3337373,-192.60472,-18.667475,-288.90708,-28.001212,-385.20945,-37.334949,-481.51181,-46.668686,-577.81417,-56.002424,-674.11653,-65.336161,-770.41889,-74.669898,-866.72125,-84.003636
9.2000,-0.0039941996,-0.01831337,-0.0079883992,-0.036626741,-0.011982599,-0.054940111,-0.015976798,-0.073253481,-0.019970998,-0.091566851,-0.023965198,-0.10988022,-0.027959397,-0.12819359,-0.031953597,-0.14650696,-0.035947796,-0.16482033,-95.122046,-5.1039744,-190.24409,-10.207949,-285.36614,-15.311923,-380.48818,-20.415897,-475.61023,-25.519872,-570.73228,-30.623846,-665.85432,-35.727821,-760.97637,-40.831795,-856.09841,-45.935769
9.2125,-0.0031597146,-0.017969885,-0.0063194291,-0.03593977,-0.0094791437,-0.053909655,-0.012638858,-0.07187954,-0.015798573,-0.089849425,-0.018958287,-0.10781931,-0.022118002,-0.1257892,-0.025277717,-0.14375908,-0.028437431,-0.16172897,-93.783093,-0.86503211,-187.56619,-1.7300642,-281.34928,-2.5950963,-375.13237,-3.4601284,-468.91546,-4.3251606,-562.69856,-5.1901927,-656.48165,-6.0552248,-750.26474,-6.9202569,-844.04783,-7.785289
9.2250,-0.0023195469,-0.017596431,-0.0046390938,-0.035192862,-0.0069586407,-0.052789293,-0.0092781876,-0.070385724,-0.011597734,-0.087982155,-0.013917281,-0.10557859,-0.016236828,-0.12317502,-0.018556375,-0.14077145,-0.020875922,-0.15836788,-92.287734,3.3754659,-184.57547,6.7509317,-276.8632,10.126398,-369.15094,13.501863,-461.43867,16.877329,-553.7264,20.252795,-646.01414,23.628261,-738.30187,27.003727,-830.58961,30.379193
9.2375,-0.0014752076,-0.017193631,-0.0029504152,-0.034387261,-0.0044256228,-0.051580892,-0.0059008304,-0.068774523,-0.007376038,-0.085968153,-0.0088512456,-0.10316178,-0.010326453,-0.12035541,-0.011801661,-0.13754905,-0.013276868,-0.15474268,-90.638465,7.6098932,-181.27693,15.219786,-271.91539,22.82968,-362.55386,30.439573,-453.19232,38.049466,-543.83079,45.659359,-634.46925,53.269252,-725.10772,60.879145,-815.74618,68.489039
9.2500,-0.00062821518,-0.016762156,-0.0012564304,-0.033524312,-0.0018846455,-0.050286468,-0.0025128607,-0.067048624,-0.0031410759,-0.08381078,-0.0037692911,-0.10057294,-0.0043975063,-0.11733509,-0.0050257215,-0.13409725,-0.0056539366,-0.1508594,-88.838034,11.830634,-177.67607,23.661269,-266.5141,35.491903,-355.35214,47.322537,-444.19017,59.153172,-533.02821,70.983806,-621.86624,82.814441,-710.70428,94.645075,-799.54231,106.47571
9.2625,0.00021990705,-0.016302727,0.00043981411,-0.032605453,0.00065972116,-0.04890818,0.00087962822,-0.065210906,0.0010995353,-0.081513633,0.0013194423,-0.09781636,0.0015393494,-0.11411909,0.0017592564,-0.13042181,0.0019791635,-0.14672454,-86.889446,16.030099,-173.77889,32.060197,-260.66834,48.090296,-347.55779,64.120394,-434.44723,80.150493,-521.33668,96.180591,-608.22612,112.21069,-695.11557,128.24079,-782.00502,144.27089
9.2750,0.0010676338,-0.015816109,0.0021352676,-0.031632217,0.0032029014,-0.047448326,0.0042705352,-0.063264434,0.005338169,-0.079080543,0.0064058028,-0.094896652,0.0074734366,-0.11071276,0.0085410704,-0.12652887,0.0096087042,-0.14234498,-84.79595,20.200733,-169.5919,40.401466,-254.38785,60.6022,-339.1838,80.802933,-423.97975,101.00367,-508.7757,121.2044,-593.57165,141.40513,-678.3676,161.60587,-763.16355,181.8066
9.2875,0.0019134404,-0.015303114,0.0038268809,-0.030606227,0.0057403213,-0.045909341,0.0076537617,-0.061212455,0.0095672022,-0.076515568,0.011480643,-0.091818682,0.013394083,-0.1071218,0.015307523,-0.12242491,0.017220964,-0.13772802,-82.561037,24.335037,-165.12207,48.670075,-247.68311,73.005112,-330.24415,97.34015,-412.80518,121.67519,-495.36622,146.01022,-577.92726,170.34526,-660.48829,194.6803,-743.04933,219.01534
